qg	qfocal	p_recent	n
GCF_900983685.1	focal	0.444444444444444	9
GCF_900983695.1	focal	0.4	5
GCF_900983815.1	focal	0.625	8
GCF_900983845.1	focal	0.8	5
GCF_900983855.1	other	0	5
GCF_900983865.1	other	0.875	16
GCF_900983885.1	other	0.5	2
GCF_900983895.1	other	0.153846153846154	13
GCF_900983915.1	other	0	4
GCF_900983945.1	focal	0.25	8
GCF_900984005.1	other	0.333333333333333	6
GCF_900984015.1	other	0.818181818181818	11
GCF_900984035.1	other	0.2	5
GCF_900984045.1	other	1	1
GCF_900984055.1	other	0.153846153846154	13
GCF_900984085.1	other	0.875	16
GCF_900984105.1	other	0.25	8
GCF_900984125.1	other	0.2	5
GCF_900984135.1	other	0.222222222222222	9
GCF_900984145.1	focal	0.5	4
GCF_900984155.1	other	0.818181818181818	11
GCF_900984165.1	focal	0.833333333333333	6
GCF_900984175.1	other	0.4	5
GCF_900984205.1	focal	0.636363636363636	11
GCF_900984225.1	focal	0.5	14
GCF_900984285.1	other	0.153846153846154	13
GCF_900984305.1	other	0.153846153846154	13
GCF_900984315.1	other	0.181818181818182	11
GCF_900984335.1	other	0.166666666666667	6
GCF_900984355.1	other	0	8
GCF_900984375.1	focal	0.285714285714286	7
GCF_900984385.1	other	0.5	2
GCF_900984395.1	other	0.75	8
GCF_900984405.1	focal	0	2
GCF_900984415.1	focal	1	3
GCF_900984445.1	focal	0.416666666666667	12
GCF_900984495.1	focal	0.333333333333333	3
GCF_900984515.1	other	0.166666666666667	6
GCF_900984525.1	other	0.777777777777778	9
GCF_900984535.1	other	0.181818181818182	11
GCF_900984555.1	other	0.4	5
GCF_900984575.1	focal	0.6	5
GCF_900984585.1	other	0	3
GCF_900984615.1	focal	0.666666666666667	6
GCF_900984635.1	other	0.5	2
GCF_900984655.1	other	0.25	8
GCF_900984665.1	other	1	3
GCF_900984675.1	other	0.5	4
GCF_900984725.1	focal	0.333333333333333	3
GCF_900984765.1	other	0.222222222222222	9
GCF_900984785.1	focal	0.571428571428571	7
GCF_900984805.1	other	0.75	4
GCF_900984825.1	other	0.2	5
GCF_900984885.1	other	0.571428571428571	7
GCF_900984905.1	focal	0	10
GCF_900984935.1	focal	0.5	4
GCF_900984955.1	focal	0.272727272727273	11
GCF_900984965.1	other	1	5
GCF_900984985.1	focal	0.7	10
GCF_900985035.1	other	0.5	2
GCF_900985055.1	focal	1	2
GCF_900985085.1	focal	0	5
GCF_900985105.1	other	0.25	8
GCF_900985135.1	focal	0.7	10
GCF_900985145.1	focal	0	4
GCF_900985155.1	focal	0.444444444444444	9
GCF_900985175.1	focal	0	6
GCF_900985195.1	other	0.125	8
GCF_900985215.1	other	0.4	5
GCF_900985245.1	focal	1	1
GCF_900985265.1	other	0.875	8
GCF_900985275.1	other	0.8	5
GCF_900985295.1	other	0.571428571428571	7
GCF_900985305.1	other	0.5	4
GCF_900985315.1	focal	0.4	5
GCF_900985335.1	other	0.4	5
GCF_900985355.1	other	0	1
GCF_900985365.1	other	0	5
GCF_900985595.1	focal	0.333333333333333	3
GCF_900986065.1	focal	0	1
GCF_900986195.1	focal	0.166666666666667	6
GCF_900986205.1	focal	0	3
GCF_900987585.1	focal	0.2	5
GCF_900987645.1	other	0.5	4
GCF_900988295.1	focal	1	1
GCF_900988315.1	other	0.5	6
GCF_900988425.1	focal	1	3
GCF_900988755.1	focal	0	2
GCF_900988965.1	focal	0	1
GCF_900989105.1	focal	0.5	2
GCF_900989725.1	focal	0	3
GCF_900989835.1	focal	0.25	4
GCF_900990215.1	focal	0.5	4
GCF_900990285.1	focal	0	1
GCF_900990915.1	focal	0.714285714285714	7
GCF_900990985.1	other	0	1
GCF_900991005.1	other	0	2
GCF_900991015.1	other	0	2
GCF_900991025.1	other	0	2
GCF_900991035.1	other	0	2
GCF_900991045.1	other	0	2
GCF_900991055.1	other	0	1
GCF_900991355.1	focal	0.333333333333333	3
GCF_900991805.1	focal	0	3
GCF_900991935.1	other	0.555555555555556	9
GCF_900992105.1	focal	0	2
GCF_900992155.1	focal	0.333333333333333	6
GCF_900992345.1	focal	0.2	5
GCF_900992355.1	focal	0.5	4
GCF_900992665.1	focal	1	2
GCF_900993445.1	focal	0.333333333333333	6
GCF_900993495.1	other	0.181818181818182	11
GCF_900993505.1	other	0.333333333333333	3
GCF_900993515.1	other	0.444444444444444	9
GCF_900993535.1	focal	0	4
GCF_900993545.1	focal	1	3
GCF_900993575.1	other	0	6
GCF_900993595.1	focal	0.25	4
GCF_900993605.1	other	0.75	4
GCF_900993615.1	other	1	2
GCF_900993695.1	focal	0.7	10
GCF_900993705.1	focal	1	1
GCF_900993715.1	focal	0.5	4
GCF_900993745.1	focal	0	3
GCF_900993765.1	focal	0.6	5
GCF_900993775.1	other	1	1
GCF_900993795.1	other	1	4
GCF_900993815.1	focal	0	4
GCF_900993825.1	other	0.666666666666667	9
GCF_900993845.1	focal	1	3
GCF_900993855.1	focal	0.571428571428571	7
GCF_900993875.1	other	0.5	8
GCF_900993895.1	other	0.571428571428571	7
GCF_900993925.1	other	0	3
GCF_900993935.1	other	0.5	2
GCF_900993965.1	other	0.5	2
GCF_900993995.1	other	0.333333333333333	3
GCF_900994005.1	other	0.5	8
GCF_900994015.1	focal	0	3
GCF_900994045.1	focal	0.75	4
GCF_900994055.1	other	0.153846153846154	13
GCF_900994085.1	focal	0.2	5
GCF_900994095.1	other	0.5	4
GCF_900994105.1	other	0	2
GCF_900994115.1	other	0.181818181818182	11
GCF_900994145.1	focal	0	6
GCF_900994155.1	focal	0	2
GCF_900994215.1	other	0.181818181818182	11
GCF_900994235.1	other	0	8
GCF_900994245.1	focal	0.555555555555556	9
GCF_900994265.1	focal	1	2
GCF_900994295.1	focal	0.6	5
GCF_900994305.1	focal	0	1
GCF_900994345.1	other	0.666666666666667	3
GCF_900994385.1	other	0.6	5
GCF_900994395.1	other	0.5	2
GCF_900994425.1	focal	0.636363636363636	11
GCF_900994495.1	focal	0	4
GCF_900994505.1	other	0.8125	16
GCF_900994515.1	other	0.875	8
GCF_900994555.1	focal	1	4
GCF_900994565.1	focal	0	3
GCF_900994575.1	other	0.181818181818182	11
GCF_900994595.1	other	0.666666666666667	3
GCF_900994605.1	other	0.5	2
GCF_900994615.1	other	1	1
GCF_900994625.1	focal	0.363636363636364	11
GCF_900994645.1	focal	1	1
GCF_900994705.1	other	0.5	4
GCF_900994735.1	other	0.2	5
GCF_900994765.1	other	0.75	4
GCF_900994785.1	focal	0.333333333333333	9
GCF_900994805.1	other	0	6
GCF_900994835.1	other	0.166666666666667	12
GCF_900994855.1	focal	0.375	8
GCF_900994865.1	other	0.222222222222222	9
GCF_900994875.1	other	0.352941176470588	17
GCF_900994885.1	focal	0.4	10
GCF_900994915.1	other	0.352941176470588	17
GCF_900994925.1	other	0.2	5
GCF_900994975.1	other	0.5	4
GCF_900994995.1	other	0.2	5
GCF_900995005.1	other	0.181818181818182	11
GCF_900995045.1	focal	0	6
GCF_900995055.1	other	0.153846153846154	13
GCF_900995085.1	other	0	6
GCF_900995105.1	focal	0	6
GCF_900995125.1	focal	0.333333333333333	9
GCF_900995135.1	other	0.2	5
GCF_900995145.1	other	0.769230769230769	13
GCF_900995155.1	focal	0	6
GCF_900995165.1	focal	0	2
GCF_900995175.1	other	0.666666666666667	3
GCF_900995195.1	other	0.625	8
GCF_900995215.1	focal	0.333333333333333	9
GCF_900995225.1	focal	0	6
GCF_900995235.1	focal	0.444444444444444	9
GCF_900995245.1	other	0.8	5
GCF_900995255.1	focal	0.166666666666667	6
GCF_900995285.1	focal	1	3
GCF_900995305.1	focal	0.285714285714286	7
GCF_900995355.1	focal	0.5	6
GCF_900995375.1	other	0.5	2
GCF_900995395.1	focal	0	2
GCF_900995425.1	other	0.75	4
GCF_900995435.1	other	0	2
GCF_900995445.1	other	0	1
GCF_900995525.1	focal	0.636363636363636	11
GCF_900995655.1	other	0	1
GCF_900995685.1	other	0.25	4
GCF_900995725.1	focal	0.333333333333333	3
GCF_900995755.1	focal	0.333333333333333	3
GCF_900995765.1	other	0	1
GCF_900995795.1	other	0	1
GCF_900995805.1	other	0	1
GCF_900995815.1	focal	1	1
GCF_900995825.1	focal	0.5	4
GCF_900995845.1	focal	1	1
GCF_900995855.1	focal	0.4	5
GCF_900995865.1	focal	1	1
GCF_900995875.1	focal	0.666666666666667	3
GCF_900995895.1	focal	0.666666666666667	3
GCF_900995905.1	focal	0.5	4
GCF_901472475.1	other	0.419354838709677	62
GCF_901482645.1	other	0.916666666666667	24
GCF_965137295.1	other	0.4	5
